省,市,县,年份,家谱数量
台湾,嘉义县,新港乡,2003,1
台湾,嘉义县,民雄乡,1958,1
台湾,嘉义县,民雄乡,1985,1
台湾,嘉义县,民雄乡,2010,1
台湾,嘉义县,水上乡,1985,1
台湾,嘉义县,溪口乡,2004,1
台湾,嘉义县,竹崎乡,1985,1
台湾,基隆市,中正区,2012,1
台湾,宜兰县,五结乡,1995,1
台湾,宜兰县,五结乡,2013,1
台湾,宜兰县,冬山乡,1986,1
台湾,宜兰县,冬山乡,1987,1
台湾,宜兰县,冬山乡,1999,1
台湾,宜兰县,员山乡,2001,1
台湾,宜兰县,员山乡,2002,1
台湾,宜兰县,员山乡,2003,1
台湾,宜兰县,壮围乡,2001,1
台湾,宜兰县,壮围乡,2008,1
台湾,宜兰县,大同乡,1986,1
台湾,宜兰县,宜兰市,1996,1
台湾,宜兰县,宜兰市,2000,1
台湾,宜兰县,宜兰市,2001,1
台湾,宜兰县,礁溪乡,1991,1
台湾,宜兰县,礁溪乡,1992,1
台湾,宜兰县,礁溪乡,2002,1
台湾,宜兰县,礁溪乡,2003,1
台湾,宜兰县,礁溪乡,2004,1
台湾,宜兰县,礁溪乡,2006,1
台湾,宜兰县,礁溪乡,2009,1
台湾,宜兰县,罗东镇,1985,1
台湾,宜兰县,罗东镇,2000,1
台湾,宜兰县,罗东镇,2014,1
台湾,屏东县,万丹乡,1985,1
台湾,屏东县,万峦乡,1986,1
台湾,屏东县,东港镇,1985,1
台湾,屏东县,佳冬乡,1991,1
台湾,屏东县,屏东市,1985,1
台湾,屏东县,恒春镇,1985,1
台湾,屏东县,枋寮乡,1985,2
台湾,屏东县,林边乡,1985,1
台湾,屏东县,潮州镇,1985,1
台湾,屏东县,潮州镇,2004,1
台湾,彰化县,二林镇,1985,1
台湾,彰化县,二水乡,1985,1
台湾,彰化县,二水乡,1986,1
台湾,彰化县,伸港乡,1986,1
台湾,彰化县,员林市,1996,1
台湾,彰化县,和美镇,1998,1
台湾,彰化县,和美镇,2016,1
台湾,彰化县,埔心乡,2001,1
台湾,彰化县,埔盐乡,1991,1
台湾,彰化县,彰化市,1985,1
台湾,彰化县,彰化市,1986,1
台湾,彰化县,彰化市,2008,1
台湾,彰化县,溪湖镇,1985,1
台湾,彰化县,田尾乡,1987,1
台湾,彰化县,社头乡,1995,1
台湾,彰化县,福兴乡,2004,1
台湾,彰化县,福兴乡,2016,1
台湾,彰化县,线西乡,1985,1
台湾,彰化县,芳苑乡,1985,1
台湾,彰化县,鹿港镇,2004,1
台湾,新北市,三芝区,1973,1
台湾,新北市,三芝区,1985,1
台湾,新北市,三芝区,1999,1
台湾,新北市,三重区,1985,1
台湾,新北市,三重区,1998,1
台湾,新北市,三重区,2002,1
台湾,新北市,三重区,2014,1
台湾,新北市,中和区,1981,1
台湾,新北市,中和区,1982,1
台湾,新北市,中和区,1985,2
台湾,新北市,五股区,1985,1
台湾,新北市,土城区,1989,1
台湾,新北市,土城区,1999,1
台湾,新北市,新庄区,1981,1
台湾,新北市,新庄区,1985,3
台湾,新北市,新庄区,1987,1
台湾,新北市,新店区,1979,1
台湾,新北市,新店区,1980,1
台湾,新北市,新店区,1981,1
台湾,新北市,新店区,1982,1
台湾,新北市,新店区,2002,1
台湾,新北市,新店区,2007,1
台湾,新北市,板桥区,1985,2
台湾,新北市,林口区,1976,1
台湾,新北市,树林区,1950,1
台湾,新北市,树林区,1958,1
台湾,新北市,树林区,1961,1
台湾,新北市,树林区,1975,2
台湾,新北市,树林区,1980,1
台湾,新北市,永和区,1981,2
台湾,新北市,永和区,1985,1
台湾,新北市,永和区,2010,1
台湾,新北市,汐止区,1999,1
台湾,新北市,泰山区,1985,1
台湾,新北市,淡水区,1985,2
台湾,新北市,淡水区,1995,1
台湾,新北市,淡水区,1996,2
台湾,新北市,金山区,1985,2
台湾,新北市,金山区,1993,1
台湾,新竹县,关西镇,2012,1
台湾,新竹县,北埔乡,1985,1
台湾,新竹县,新丰乡,2014,1
台湾,新竹县,新埔镇,1985,1
台湾,新竹县,新埔镇,2001,1
台湾,新竹县,湖口乡,1998,1
台湾,新竹县,竹东镇,1985,1
台湾,新竹县,竹东镇,1987,1
台湾,新竹县,竹北市,1985,1
台湾,新竹县,芎林乡,2000,1
台湾,桃园市,中坜区,1981,2
台湾,桃园市,中坜区,1983,1
台湾,桃园市,中坜区,1985,1
台湾,桃园市,八德区,2006,2
台湾,桃园市,八德区,2009,1
台湾,桃园市,大园区,1985,3
台湾,桃园市,大溪区,1985,1
台湾,桃园市,大溪区,2011,1
台湾,桃园市,大溪区,2014,2
台湾,桃园市,平镇区,1985,1
台湾,桃园市,平镇区,2003,1
台湾,桃园市,新屋区,1996,1
台湾,桃园市,杨梅区,1985,2
台湾,桃园市,芦竹区,1993,1
台湾,桃园市,观音区,1983,1
台湾,桃园市,观音区,1985,1
台湾,桃园市,观音区,2008,1
台湾,桃园市,龙潭区,1995,1
台湾,桃园市,龙潭区,1997,1
台湾,桃园市,龟山区,1968,1
台湾,桃园市,龟山区,1979,1
台湾,澎湖县,七美乡,1985,1
台湾,澎湖县,马公市,1985,1
台湾,澎湖县,马公市,1986,1
台湾,澎湖县,马公市,1999,1
台湾,澎湖县,马公市,2001,1
台湾,花莲县,凤林镇,1985,1
台湾,花莲县,富里乡,1985,2
台湾,花莲县,寿丰乡,1985,1
台湾,花莲县,玉里镇,1985,1
台湾,花莲县,玉里镇,2010,1
台湾,花莲县,瑞穗乡,1985,1
台湾,花莲县,花莲市,1985,2
台湾,苗栗县,三湾乡,1985,1
台湾,苗栗县,公馆乡,2007,1
台湾,苗栗县,后龙镇,1985,1
台湾,苗栗县,后龙镇,2002,1
台湾,苗栗县,西湖乡,1993,1
台湾,苗栗县,西湖乡,2005,1
台湾,苗栗县,通霄镇,1997,1
台湾,苗栗县,铜锣乡,2003,1
台湾,高雄市,三民区,1980,1
台湾,高雄市,三民区,1985,1
台湾,高雄市,冈山区,1993,1
台湾,高雄市,凤山区,1958,1
台湾,高雄市,凤山区,1985,3
台湾,高雄市,凤山区,1986,1
台湾,高雄市,前镇区,1985,1
台湾,高雄市,左营区,1985,4
台湾,高雄市,左营区,1997,1
台湾,高雄市,旗山区,1985,1
台湾,高雄市,旗津区,2006,1
台湾,高雄市,梓官区,1978,1
台湾,高雄市,梓官区,1985,1
台湾,高雄市,梓官区,1987,1
台湾,高雄市,梓官区,2004,1
台湾,高雄市,梓官区,2014,1
台湾,高雄市,楠梓区,1985,1
台湾,高雄市,湖内区,1985,1
台湾,高雄市,湖内区,1989,1
台湾,高雄市,湖内区,1992,1
台湾,高雄市,湖内区,1993,1
台湾,高雄市,田寮区,1990,1
台湾,高雄市,美浓区,1985,3
台湾,高雄市,美浓区,1990,1
台湾,高雄市,苓雅区,1985,2
台湾,高雄市,苓雅区,2009,1
台湾,高雄市,路竹区,1985,1
吉林,吉林市,昌邑区,1989,2
吉林,吉林市,昌邑区,2012,1
吉林,吉林市,永吉县,1910,1
吉林,吉林市,永吉县,1929,1
吉林,吉林市,永吉县,1940,1
吉林,吉林市,永吉县,1983,1
吉林,吉林市,永吉县,1995,1
吉林,吉林市,永吉县,2007,1
吉林,吉林市,舒兰市,1997,1
吉林,吉林市,龙潭区,2016,1
吉林,四平市,伊通满族自治县,1849,1
吉林,四平市,伊通满族自治县,1862,1
吉林,四平市,伊通满族自治县,1924,1
吉林,四平市,梨树县,2015,1
吉林,延边朝鲜族自治州,敦化市,2020,1
吉林,松原市,扶余市,2014,1
吉林,松原市,长岭县,2012,1
吉林,白山市,临江市,1801,1
吉林,通化市,柳河县,2019,1
吉林,长春市,九台区,1993,1
吉林,长春市,九台区,1996,1
吉林,长春市,九台区,1997,1
吉林,长春市,九台市,2001,1
吉林,长春市,公主岭市,2008,1
吉林,长春市,公主岭市,2010,1
吉林,长春市,公主岭市,2019,1
吉林,长春市,农安县,1996,1
吉林,长春市,农安县,2002,1
吉林,长春市,农安县,2009,1
吉林,长春市,农安县,2013,1
吉林,长春市,农安县,2015,2
吉林,长春市,双阳区,1928,1
吉林,长春市,德惠市,1894,1
吉林,长春市,德惠市,1998,1
吉林,长春市,榆树市,2013,2
吉林,长春市,榆树市,2020,1
四川,乐山市,井研县,1936,1
四川,乐山市,井研县,1943,1
四川,乐山市,井研县,2007,1
四川,乐山市,井研县,2008,1
四川,乐山市,井研县,2012,3
四川,乐山市,井研县,2013,3
四川,乐山市,夹江县,1998,1
四川,乐山市,峨眉山市,1856,1
四川,乐山市,峨眉山市,1914,1
四川,乐山市,峨眉山市,1929,1
四川,乐山市,峨眉山市,1935,1
四川,乐山市,峨眉山市,1939,1
四川,乐山市,峨眉山市,2014,1
四川,乐山市,峨边彝族自治县,2000,1
四川,乐山市,市中区,2017,1
四川,乐山市,沐川县,1931,1
四川,乐山市,沐川县,1986,1
四川,乐山市,沐川县,1993,1
四川,乐山市,沐川县,2007,1
四川,乐山市,沐川县,2019,1
四川,乐山市,犍为县,1857,2
四川,乐山市,犍为县,1883,1
四川,乐山市,犍为县,1932,1
四川,乐山市,犍为县,1996,1
四川,乐山市,犍为县,2002,1
四川,乐山市,犍为县,2004,1
四川,乐山市,犍为县,2009,1
四川,乐山市,犍为县,2012,1
四川,乐山市,马边彝族自治县,2018,1
四川,内江市,东兴区,1995,1
四川,内江市,东兴区,2006,1
四川,内江市,东兴区,2008,1
四川,内江市,东兴区,2011,1
四川,内江市,东兴区,2012,1
四川,内江市,东兴区,2014,1
四川,内江市,东兴区,2018,1
四川,内江市,威远县,1868,1
四川,内江市,威远县,1914,1
四川,内江市,威远县,1922,2
四川,内江市,威远县,1928,1
四川,内江市,威远县,1932,1
四川,内江市,威远县,1947,1
四川,内江市,威远县,1948,1
四川,内江市,威远县,1949,1
四川,内江市,威远县,1990,1
四川,内江市,威远县,1994,1
四川,内江市,威远县,1999,1
四川,内江市,威远县,2003,1
四川,内江市,威远县,2008,1
四川,内江市,威远县,2013,1
四川,内江市,市中区,2006,1
四川,内江市,资中县,1866,1
四川,内江市,资中县,1871,1
四川,内江市,资中县,1888,1
四川,内江市,资中县,1899,1
四川,内江市,资中县,1906,1
四川,内江市,资中县,1912,1
四川,内江市,资中县,1915,1
四川,内江市,资中县,1933,1
四川,内江市,资中县,1943,1
四川,内江市,资中县,1987,1
四川,内江市,资中县,1992,1
四川,内江市,资中县,1999,1
四川,内江市,资中县,2000,3
四川,内江市,资中县,2002,1
四川,内江市,资中县,2005,1
四川,内江市,资中县,2006,1
四川,内江市,资中县,2008,1
四川,内江市,资中县,2010,1
四川,内江市,资中县,2012,1
四川,内江市,资中县,2014,1
四川,内江市,资中县,2016,1
四川,内江市,资中县,2021,1
四川,内江市,隆昌县,1894,1
四川,内江市,隆昌县,1898,1
四川,内江市,隆昌县,1907,1
四川,内江市,隆昌县,1910,1
四川,内江市,隆昌县,1912,1
四川,内江市,隆昌县,1915,1
四川,内江市,隆昌县,1925,1
四川,内江市,隆昌县,1936,2
四川,内江市,隆昌县,1947,2
四川,内江市,隆昌县,1949,1
四川,内江市,隆昌市,1936,1
四川,内江市,隆昌市,1987,1
四川,内江市,隆昌市,2000,1
四川,内江市,隆昌市,2001,1
四川,内江市,隆昌市,2004,1
四川,内江市,隆昌市,2007,2
四川,内江市,隆昌市,2008,2
四川,内江市,隆昌市,2010,1
四川,内江市,隆昌市,2012,1
四川,内江市,隆昌市,2014,2
四川,内江市,隆昌市,2017,1
四川,内江市,隆昌市,2019,1
四川,凉山彝族自治州,会东县,1996,1
四川,凉山彝族自治州,会东县,2011,1
四川,凉山彝族自治州,会东县,2013,1
四川,凉山彝族自治州,会东县,2014,1
四川,凉山彝族自治州,会东县,2017,1
四川,凉山彝族自治州,会东县,2022,1
四川,凉山彝族自治州,会理县,2007,1
四川,凉山彝族自治州,冕宁县,1999,1
四川,凉山彝族自治州,冕宁县,2007,2
四川,凉山彝族自治州,冕宁县,2013,1
四川,凉山彝族自治州,宁南县,2007,1
四川,凉山彝族自治州,宁南县,2012,1
四川,凉山彝族自治州,德昌县,2017,1
四川,凉山彝族自治州,昭觉县,2012,1
四川,凉山彝族自治州,甘洛县,2017,1
四川,凉山彝族自治州,盐源县,2015,1
四川,凉山彝族自治州,西昌市,1989,1
四川,凉山彝族自治州,西昌市,2002,1
四川,凉山彝族自治州,西昌市,2004,1
四川,凉山彝族自治州,西昌市,2005,3
四川,凉山彝族自治州,西昌市,2009,1
四川,凉山彝族自治州,西昌市,2015,1
四川,凉山彝族自治州,西昌市,2016,1
四川,凉山彝族自治州,西昌市,2017,1
四川,凉山彝族自治州,越西县,2010,1
四川,凉山彝族自治州,越西县,2011,1
四川,凉山彝族自治州,雷波县,2015,2
四川,凉山彝族自治州,雷波县,2018,1
四川,南充市,仪陇县,1759,1
四川,南充市,仪陇县,1802,1
四川,南充市,仪陇县,1832,1
四川,南充市,仪陇县,1838,1
四川,南充市,仪陇县,1846,1
四川,南充市,仪陇县,1851,1
四川,南充市,仪陇县,1855,1
四川,南充市,仪陇县,1856,1
四川,南充市,仪陇县,1857,1
四川,南充市,仪陇县,1860,1
四川,南充市,仪陇县,1863,1
四川,南充市,仪陇县,1864,1
四川,南充市,仪陇县,1865,1
四川,南充市,仪陇县,1866,1
四川,南充市,仪陇县,1869,1
四川,南充市,仪陇县,1873,1
四川,南充市,仪陇县,1879,1
四川,南充市,仪陇县,1890,1
四川,南充市,仪陇县,1894,1
四川,南充市,仪陇县,1921,1
四川,南充市,仪陇县,1922,1
四川,南充市,仪陇县,1928,1
四川,南充市,仪陇县,1943,1
四川,南充市,仪陇县,1945,1
四川,南充市,仪陇县,1947,2
四川,南充市,仪陇县,1991,1
四川,南充市,仪陇县,1998,1
四川,南充市,仪陇县,2004,1
四川,南充市,仪陇县,2005,1
四川,南充市,仪陇县,2007,1
四川,南充市,仪陇县,2008,1
四川,南充市,仪陇县,2009,2
四川,南充市,仪陇县,2014,1
四川,南充市,仪陇县,2015,1
四川,南充市,仪陇县,2016,3
四川,南充市,仪陇县,2017,1
四川,南充市,仪陇县,2018,1
四川,南充市,南部县,1858,1
四川,南充市,南部县,1999,1
四川,南充市,南部县,2004,1
四川,南充市,南部县,2007,1
四川,南充市,南部县,2008,1
四川,南充市,南部县,2010,2
四川,南充市,南部县,2011,1
四川,南充市,南部县,2012,1
四川,南充市,南部县,2013,2
四川,南充市,南部县,2014,1
四川,南充市,南部县,2015,1
四川,南充市,南部县,2016,1
四川,南充市,南部县,2018,1
四川,南充市,南部县,2019,1
四川,南充市,南部县,2021,1
四川,南充市,南部县,2022,1
四川,南充市,嘉陵区,2002,1
四川,南充市,嘉陵区,2007,1
四川,南充市,嘉陵区,2010,1
四川,南充市,嘉陵区,2017,1
四川,南充市,营山县,1949,1
四川,南充市,营山县,1989,1
四川,南充市,营山县,1999,1
四川,南充市,营山县,2000,2
四川,南充市,营山县,2001,1
四川,南充市,营山县,2005,1
四川,南充市,营山县,2007,2
四川,南充市,营山县,2012,2
四川,南充市,营山县,2013,1
四川,南充市,营山县,2015,2
四川,南充市,营山县,2016,1
四川,南充市,营山县,2017,1
四川,南充市,蓬安县,1998,1
四川,南充市,蓬安县,2000,1
四川,南充市,蓬安县,2006,2
四川,南充市,蓬安县,2008,2
四川,南充市,蓬安县,2011,1
四川,南充市,蓬安县,2012,1
四川,南充市,蓬安县,2013,1
四川,南充市,蓬安县,2015,2
四川,南充市,蓬安县,2016,1
四川,南充市,蓬安县,2017,2
四川,南充市,蓬安县,2019,1
四川,南充市,西充县,1999,1
四川,南充市,西充县,2006,1
四川,南充市,西充县,2014,1
四川,南充市,西充县,2015,1
四川,南充市,西充县,2018,1
四川,南充市,阆中市,1994,1
四川,南充市,阆中市,1999,2
四川,南充市,阆中市,2007,1
四川,南充市,阆中市,2010,1
四川,南充市,阆中市,2011,1
四川,南充市,阆中市,2013,1
四川,南充市,阆中市,2015,2
四川,南充市,阆中市,2016,1
四川,南充市,阆中市,2017,2
四川,南充市,阆中市,2018,1
四川,南充市,阆中市,2019,1
四川,南充市,阆中市,2020,2
四川,南充市,顺庆区,1947,1
四川,南充市,顺庆区,2001,1
四川,南充市,顺庆区,2009,1
四川,南充市,顺庆区,2014,1
四川,南充市,顺庆区,2022,1
四川,宜宾市,兴文县,1919,1
四川,宜宾市,兴文县,1999,2
四川,宜宾市,兴文县,2000,1
四川,宜宾市,兴文县,2004,2
四川,宜宾市,兴文县,2008,2
四川,宜宾市,兴文县,2019,1
四川,宜宾市,南溪区,1975,1
四川,宜宾市,南溪区,1996,1
四川,宜宾市,南溪区,2006,2
四川,宜宾市,南溪区,2018,1
四川,宜宾市,南溪县,1878,1
四川,宜宾市,叙州区,1986,1
四川,宜宾市,叙州区,2013,1
四川,宜宾市,叙州区,2020,1
四川,宜宾市,叙州区,2021,1
四川,宜宾市,屏山县,2001,1
四川,宜宾市,屏山县,2007,1
四川,宜宾市,屏山县,2012,1
四川,宜宾市,屏山县,2016,3
四川,宜宾市,江安县,1900,1
四川,宜宾市,江安县,1996,1
四川,宜宾市,江安县,2000,1
四川,宜宾市,江安县,2013,1
四川,宜宾市,江安县,2015,1
四川,宜宾市,珙县,1995,1
四川,宜宾市,珙县,1996,2
四川,宜宾市,珙县,1997,1
四川,宜宾市,珙县,1998,1
四川,宜宾市,珙县,2005,1
四川,宜宾市,珙县,2009,1
四川,宜宾市,珙县,2010,1
四川,宜宾市,珙县,2013,2
四川,宜宾市,珙县,2016,2
四川,宜宾市,珙县,2017,1
四川,宜宾市,珙县,2019,1
四川,宜宾市,珙县,2020,1
四川,宜宾市,筠连县,2003,2
四川,宜宾市,筠连县,2004,1
四川,宜宾市,筠连县,2010,1
四川,宜宾市,筠连县,2019,1
四川,宜宾市,筠连县,2020,1
四川,宜宾市,翠屏区,1999,2
四川,宜宾市,翠屏区,2013,1
四川,宜宾市,翠屏区,2019,2
四川,宜宾市,长宁县,1999,2
四川,宜宾市,长宁县,2001,1
四川,宜宾市,长宁县,2006,1
四川,宜宾市,长宁县,2011,1
四川,宜宾市,长宁县,2017,2
四川,宜宾市,高县,1860,1
四川,宜宾市,高县,1916,1
四川,宜宾市,高县,1925,1
四川,宜宾市,高县,1927,1
四川,宜宾市,高县,1934,2
四川,宜宾市,高县,1936,1
四川,宜宾市,高县,1992,1
四川,宜宾市,高县,1998,1
四川,宜宾市,高县,2010,1
四川,宜宾市,高县,2011,1
四川,宜宾市,高县,2012,1
四川,宜宾市,高县,2016,1
四川,宜宾市,高县,2017,1
四川,宜宾市,高县,2018,2
四川,宜宾市,高县,2019,1
四川,宜宾市,高县,2020,1
四川,宜宾市,高县,2023,1
四川,巴中市,南江县,1806,1
四川,巴中市,南江县,2005,1
四川,巴中市,南江县,2009,1
四川,巴中市,南江县,2010,1
四川,巴中市,南江县,2012,1
四川,巴中市,南江县,2015,2
四川,巴中市,南江县,2016,1
四川,巴中市,南江县,2019,1
四川,巴中市,巴州区,2006,2
四川,巴中市,巴州区,2011,1
四川,巴中市,巴州区,2013,1
四川,巴中市,巴州区,2018,3
四川,巴中市,巴州区,2019,1
四川,巴中市,巴州区,2021,1
四川,巴中市,巴州区,2022,1
四川,巴中市,平昌县,2002,1
四川,巴中市,平昌县,2004,1
四川,巴中市,平昌县,2005,1
