省,市,年份,家谱数量
安徽,六安市,2011,3
安徽,六安市,2012,3
安徽,六安市,2013,4
安徽,六安市,2014,6
安徽,六安市,2015,4
安徽,六安市,2016,19
安徽,六安市,2017,6
安徽,六安市,2018,7
安徽,六安市,2019,3
安徽,六安市,2020,4
安徽,六安市,2021,10
安徽,六安市,2022,1
安徽,合肥市,1839,1
安徽,合肥市,1899,1
安徽,合肥市,1908,2
安徽,合肥市,1910,1
安徽,合肥市,1911,1
安徽,合肥市,1920,1
安徽,合肥市,1923,1
安徽,合肥市,1927,1
安徽,合肥市,1949,2
安徽,合肥市,1950,1
安徽,合肥市,1955,1
安徽,合肥市,1967,1
安徽,合肥市,1982,1
安徽,合肥市,1990,1
安徽,合肥市,1993,1
安徽,合肥市,1994,1
安徽,合肥市,1996,2
安徽,合肥市,1997,2
安徽,合肥市,1998,1
安徽,合肥市,1999,1
安徽,合肥市,2000,2
安徽,合肥市,2001,3
安徽,合肥市,2002,4
安徽,合肥市,2003,3
安徽,合肥市,2004,14
安徽,合肥市,2005,10
安徽,合肥市,2006,14
安徽,合肥市,2007,15
安徽,合肥市,2008,25
安徽,合肥市,2009,18
安徽,合肥市,2010,23
安徽,合肥市,2011,23
安徽,合肥市,2012,23
安徽,合肥市,2013,22
安徽,合肥市,2014,22
安徽,合肥市,2015,24
安徽,合肥市,2016,20
安徽,合肥市,2017,36
安徽,合肥市,2018,33
安徽,合肥市,2019,23
安徽,合肥市,2020,15
安徽,合肥市,2021,8
安徽,合肥市,2022,8
安徽,合肥市,2023,4
安徽,安庆市,1666,1
安徽,安庆市,1700,1
安徽,安庆市,1716,1
安徽,安庆市,1726,1
安徽,安庆市,1738,1
安徽,安庆市,1747,1
安徽,安庆市,1748,1
安徽,安庆市,1755,1
安徽,安庆市,1757,1
安徽,安庆市,1759,1
安徽,安庆市,1774,1
安徽,安庆市,1776,1
安徽,安庆市,1779,2
安徽,安庆市,1785,1
安徽,安庆市,1787,2
安徽,安庆市,1793,1
安徽,安庆市,1796,1
安徽,安庆市,1797,1
安徽,安庆市,1798,1
安徽,安庆市,1800,1
安徽,安庆市,1802,1
安徽,安庆市,1804,2
安徽,安庆市,1805,2
安徽,安庆市,1806,1
安徽,安庆市,1807,2
安徽,安庆市,1808,1
安徽,安庆市,1809,1
安徽,安庆市,1810,1
安徽,安庆市,1811,1
安徽,安庆市,1814,2
安徽,安庆市,1815,1
安徽,安庆市,1817,1
安徽,安庆市,1818,2
安徽,安庆市,1819,2
安徽,安庆市,1820,2
安徽,安庆市,1821,2
安徽,安庆市,1822,2
安徽,安庆市,1823,1
安徽,安庆市,1827,4
安徽,安庆市,1829,2
安徽,安庆市,1830,2
安徽,安庆市,1832,1
安徽,安庆市,1836,2
安徽,安庆市,1838,3
安徽,安庆市,1839,3
安徽,安庆市,1841,1
安徽,安庆市,1843,1
安徽,安庆市,1844,1
安徽,安庆市,1845,1
安徽,安庆市,1846,5
安徽,安庆市,1847,1
安徽,安庆市,1848,4
安徽,安庆市,1849,3
安徽,安庆市,1850,1
安徽,安庆市,1852,1
安徽,安庆市,1854,1
安徽,安庆市,1857,1
安徽,安庆市,1861,2
安徽,安庆市,1862,2
安徽,安庆市,1863,1
安徽,安庆市,1864,3
安徽,安庆市,1865,11
安徽,安庆市,1866,13
安徽,安庆市,1867,3
安徽,安庆市,1868,7
安徽,安庆市,1869,9
安徽,安庆市,1870,5
安徽,安庆市,1871,7
安徽,安庆市,1872,7
安徽,安庆市,1873,7
安徽,安庆市,1874,8
安徽,安庆市,1875,5
安徽,安庆市,1876,5
安徽,安庆市,1877,1
安徽,安庆市,1878,6
安徽,安庆市,1879,5
安徽,安庆市,1880,5
安徽,安庆市,1881,4
安徽,安庆市,1882,5
安徽,安庆市,1883,3
安徽,安庆市,1884,4
安徽,安庆市,1885,1
安徽,安庆市,1886,4
安徽,安庆市,1887,1
安徽,安庆市,1888,1
安徽,安庆市,1889,1
安徽,安庆市,1890,3
安徽,安庆市,1891,5
安徽,安庆市,1892,5
安徽,安庆市,1893,7
安徽,安庆市,1894,5
安徽,安庆市,1895,5
安徽,安庆市,1896,7
安徽,安庆市,1897,8
安徽,安庆市,1898,1
安徽,安庆市,1899,1
安徽,安庆市,1900,9
安徽,安庆市,1901,10
安徽,安庆市,1902,6
安徽,安庆市,1903,7
安徽,安庆市,1904,13
安徽,安庆市,1905,10
安徽,安庆市,1906,12
安徽,安庆市,1907,8
安徽,安庆市,1908,4
安徽,安庆市,1909,5
安徽,安庆市,1910,8
安徽,安庆市,1911,4
安徽,安庆市,1912,6
安徽,安庆市,1913,6
安徽,安庆市,1914,6
安徽,安庆市,1915,9
安徽,安庆市,1916,10
安徽,安庆市,1917,6
安徽,安庆市,1918,6
安徽,安庆市,1919,9
安徽,安庆市,1920,7
安徽,安庆市,1921,9
安徽,安庆市,1922,7
安徽,安庆市,1923,6
安徽,安庆市,1924,12
安徽,安庆市,1925,3
安徽,安庆市,1926,10
安徽,安庆市,1927,2
安徽,安庆市,1928,5
安徽,安庆市,1929,5
安徽,安庆市,1930,4
安徽,安庆市,1931,10
安徽,安庆市,1932,11
安徽,安庆市,1933,9
安徽,安庆市,1934,4
安徽,安庆市,1935,2
安徽,安庆市,1936,5
安徽,安庆市,1937,2
安徽,安庆市,1938,1
安徽,安庆市,1939,3
安徽,安庆市,1940,6
安徽,安庆市,1941,6
安徽,安庆市,1942,8
安徽,安庆市,1943,8
安徽,安庆市,1944,3
安徽,安庆市,1945,3
安徽,安庆市,1946,7
安徽,安庆市,1947,5
安徽,安庆市,1948,5
安徽,安庆市,1949,2
安徽,安庆市,1962,1
安徽,安庆市,1967,1
安徽,安庆市,1982,1
安徽,安庆市,1984,1
安徽,安庆市,1987,1
安徽,安庆市,1988,10
安徽,安庆市,1989,13
安徽,安庆市,1990,34
安徽,安庆市,1991,29
安徽,安庆市,1992,5
安徽,安庆市,1993,5
安徽,安庆市,1994,2
安徽,安庆市,1995,5
安徽,安庆市,1996,10
安徽,安庆市,1997,11
安徽,安庆市,1998,10
安徽,安庆市,1999,15
安徽,安庆市,2000,17
安徽,安庆市,2001,12
安徽,安庆市,2002,7
安徽,安庆市,2003,16
安徽,安庆市,2004,13
安徽,安庆市,2005,12
安徽,安庆市,2006,23
安徽,安庆市,2007,11
安徽,安庆市,2008,12
安徽,安庆市,2009,9
安徽,安庆市,2010,5
安徽,安庆市,2011,12
安徽,安庆市,2012,11
安徽,安庆市,2013,10
安徽,安庆市,2014,17
安徽,安庆市,2015,14
安徽,安庆市,2016,19
安徽,安庆市,2017,27
安徽,安庆市,2018,16
安徽,安庆市,2019,14
安徽,安庆市,2020,5
安徽,安庆市,2021,5
安徽,安庆市,2023,4
安徽,宣城市,1474,1
安徽,宣城市,1518,1
安徽,宣城市,1535,1
安徽,宣城市,1538,1
安徽,宣城市,1541,2
安徽,宣城市,1565,1
安徽,宣城市,1577,1
安徽,宣城市,1578,1
安徽,宣城市,1580,1
安徽,宣城市,1583,1
安徽,宣城市,1598,2
安徽,宣城市,1606,1
安徽,宣城市,1612,2
安徽,宣城市,1617,1
安徽,宣城市,1618,1
安徽,宣城市,1621,1
安徽,宣城市,1663,1
安徽,宣城市,1666,1
安徽,宣城市,1675,1
安徽,宣城市,1687,1
安徽,宣城市,1695,1
安徽,宣城市,1698,1
安徽,宣城市,1700,1
安徽,宣城市,1702,1
安徽,宣城市,1712,1
安徽,宣城市,1716,1
安徽,宣城市,1718,1
安徽,宣城市,1719,1
安徽,宣城市,1720,1
安徽,宣城市,1730,1
安徽,宣城市,1735,1
安徽,宣城市,1750,1
安徽,宣城市,1753,1
安徽,宣城市,1757,1
安徽,宣城市,1758,1
安徽,宣城市,1759,1
安徽,宣城市,1761,1
安徽,宣城市,1763,1
安徽,宣城市,1764,1
安徽,宣城市,1765,1
安徽,宣城市,1766,1
安徽,宣城市,1767,1
安徽,宣城市,1771,1
安徽,宣城市,1772,1
安徽,宣城市,1774,3
安徽,宣城市,1776,1
安徽,宣城市,1777,2
安徽,宣城市,1778,3
安徽,宣城市,1779,1
安徽,宣城市,1780,3
安徽,宣城市,1781,1
安徽,宣城市,1782,1
安徽,宣城市,1783,1
安徽,宣城市,1784,1
安徽,宣城市,1785,1
安徽,宣城市,1787,1
安徽,宣城市,1793,1
安徽,宣城市,1797,1
安徽,宣城市,1801,1
安徽,宣城市,1807,1
安徽,宣城市,1808,1
安徽,宣城市,1809,3
安徽,宣城市,1812,1
安徽,宣城市,1813,1
安徽,宣城市,1816,1
安徽,宣城市,1819,2
